Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Notes
"CDcoolS 312, 7243 8 82443 2 9",Earthling,Echo On My Mind Part II,"Cooltempo, Cooltempo","CD, Single, CD1",5,1995,267959,NO RAP,2017-01-17 04:45:42,
"COOLCD 234, 3237062",Gang Starr,Lovesick,"Cooltempo, Cooltempo","CD, Maxi",5,1991,219704,RAP,2009-08-20 00:00:00,
"CDP 3236672, 3236672, CDP 560-3236672",Gang Starr,Take A Rest,"Cooltempo, Cooltempo, Cooltempo","CD, Maxi",4,1991,1088405,RAP,2009-08-20 00:00:00,
COPA 005X,Peanut Butter Wolf,Tale of Five Cities,Copasetik Recordings,"CD, Maxi",5,1999,93057,RAP,2011-04-26 07:08:38,
COPA 012 X,Dr. Dooom,Leave Me Alone + Remixes,Copasetik Recordings,CD,5,1999,479560,RAP,2010-04-09 15:36:29,
COPA 017 CD,Various,Definition Of Ill,Copasetik Recordings,"CD, Comp + CD, Mixed",5,2000,348560,RAP,2016-05-17 07:42:14,
COPA 22CD,Rasco,Hostile Environment,Copasetik Recordings,"CD, Album",5,2001,477875,RAP,2012-06-14 07:38:54,
COPA004CD,Peanut Butter Wolf,My Vinyl Weighs A Ton,Copasetik Recordings,"CD, Album",5,1999,58824,RAP,2012-06-14 07:37:55,
COPA011X,Rasco,The Birth,Copasetik Recordings,"CD, EP",5,1999,841292,RAP,2010-06-12 09:33:02,
"MCSTD 40189, MCSTD40189",Rasco,Heat Seeking,"Copasetik Recordings, Copasetik Recordings","CD, Single",5,1998,2666693,RAP,2012-06-14 07:40:36,
CPR1002,Da Beatminerz,Fully Loaded w/ Statik,Copter Records,"CD, Album",4,2005,1632139,RAP,2012-09-05 13:11:55,
COR 4205,Tha Chamba,Makin' Illa Noize,"Coroner Records, Inc.","CD, Album",5,1995,1317847,RAP,2009-08-20 00:00:00,
10001-2,Mannish,Audio Sedative,Correct Records,"CD, Album",5,1995,690068,RAP,2011-01-08 06:16:13,
10004-2,Al' Tariq,God Connections,Correct Records,"CD, Album",5,1996,788839,RAP,2009-08-20 00:00:00,
10005-2,Grav,Down To Earth,Correct Records,"CD, Album",5,1996,808718,RAP,2009-08-20 00:00:00,
10205-2,Al' Tariq,Do Yo’ Thang / Spectacular,Correct Records,"CD, Single",5,1996,2556614,RAP,2012-07-07 09:32:53,
10209-2,Grav,C'mon / Snakebite,Correct Records,"CD, Single",5,1996,788835,RAP,2013-08-29 03:31:12,
10210-2,Al' Tariq,Everybody's Talkin' / Crime Pays,Correct Records,"CD, Single",5,1996,788832,RAP,2010-04-12 15:17:46,
10211-2,Grav,Sex / City To City,Correct Records,"CD, Maxi",5,1996,839951,RAP,2013-09-21 14:03:35,
CRCD025,DWH,Follow Me,Counterpoint Records,"CD, Album",5,2006,1834642,NO RAP,2016-09-07 16:07:06,
CDE0011-2,Akrobatik,Balance,Coup D'État,"CD, Album",5,2003,268272,RAP,2009-08-20 00:00:00,
CDEMIX1,Akrobatik,Balance Evil Dee Megamix,Coup D'État,"CD, Mixed",5,2003,3618157,RAP,2015-08-16 07:37:13,
CGC5013,Rob Swift,Wargames,Coup De Grâce,"CD, Album + DVD-V",4,2005,1309742,RAP,2014-03-05 23:24:15,
none,Black Sheep,Love Is Love - Official Mix CD,Create Fresh,"CDr, Album, Comp, Mixed",5,2007,1816334,RAP,2017-03-07 23:54:57,
Crème CD-04,Various,A Tribute To Robert Moog,Crème Organization,"CD, Comp",5,2006,781374,NO RAP,2015-06-03 05:09:49,
"TWI 1041 CD, 085.1041.20",Various,Ma 6-T Va Crack-er,"Crépuscule France, PIAS France","CD, Comp",5,1997,547510,RAP,2017-01-31 04:17:54,
CDHW 068,Various,Shake Sauvage (French Soundtracks 1968-1973),Crippled Dick Hot Wax!,"CD, Comp",5,2000,399495,NO RAP,2013-09-06 10:57:35,
CCR005b,Mark Sparks,Mark Sparks Presents Kakalaka Raw,Crooked Cat Records,"CD, Album, Ltd, RE",5,2016,9547621,RAP,2017-01-27 04:40:13,
CR 0423-2,Kraftwerk,Kraftwerk,Crown Records,"CD, Album, RE, Unofficial",5,1994,202901,NO RAP,2013-09-02 02:30:30,
CR 0424-2,Kraftwerk,Kraftwerk,Crown Records,"CD, Album, RE, Unofficial",5,1996,1745463,NO RAP,2013-09-02 02:25:11,
CR 0425-2,Kraftwerk,Ralf & Florian,Crown Records,"CD, Album, RE, Unofficial",5,1995,202909,NO RAP,2013-09-02 02:31:34,
COS 006 CD,C.S. Crew,Funky Pack,Cultures of Soul Records,"CD, Album, RE",4,2013,5195510,Uncategorized,2014-08-15 11:31:15,
CUS 4159-2,Reckless Abanden,Reckless,CUSH Records,"CD, Album",4,1993,1767982,RAP,2016-02-19 03:55:35,
CUS 4180-2,Concrete Minds,Lost Our Minds,CUSH Records,"CD, Album",3,1993,2207536,RAP,2017-11-13 06:51:55,ny
CTCR-14024,Various,The Best Of Hip Hop 1995,Cutting Edge,"CD, Comp",4,1995,5387006,RAP,2014-04-03 08:30:38,
TOCP-6607,2 In A Room,Wiggle It,Cutting Records,"CD, Album",5,1991,4387451,NO RAP,2015-07-03 23:27:42,
none,King Tee,Still Triflin,"Cycadelic Records, King T Incorporated","CD, Mixed",5,2012,4154535,RAP,2014-03-03 04:41:20,
d009,Atar & The Funkadrome,Funkadrome,D Records,"CD, Album",5,2005,4492898,NO RAP,2015-10-13 02:44:56,
DITC 1432,D.I.T.C.,Rare & Unreleased,D.I.T.C. Records,"CD, Comp",5,2007,1298604,RAP,2013-09-26 14:36:18,
DITC 300,Showbiz & A.G.,Live Hard,D.I.T.C. Records,"CD, EP",4,2007,1298596,RAP,2016-06-26 10:33:07,
DITC-9683,Showbiz Ft. KRS-One,Godsville,D.I.T.C. Records,"CD, Album",4,2011,2874490,RAP,2015-03-27 18:08:22,
DTC-CD-6742,D.I.T.C.,Rare & Unreleased Volume 2,D.I.T.C. Records,"CD, Comp",5,2009,1957064,RAP,2013-09-26 14:37:27,
"DITCS-CD001, none",O.C.,Same Moon Same Sun - 1st Phase,"D.I.T.C. Studios, Slice-of-Spice","CD, Album",5,2017,9772061,RAP,2017-06-20 23:49:39,
"DITCS-CD002, none",Showbiz & A.G.,Take It Back,"D.I.T.C. Studios, Slice-of-Spice","CD, Album, Ltd",5,2017,10407022,RAP,2017-06-07 23:23:35,
ADOR 2311,Doppler 20:20,Klangfarbenmelodie,D.O.R.,"CD, Album",5,1998,216854,NO RAP,2016-11-21 11:42:03,
6412512,Craig G,This Is Now!!!,D&D Records,"CD, Album",5,2003,1603533,RAP,2015-08-18 01:48:36,
6418-2,Various,The Real Hip-Hop - Best Of D&D Studios Vol.1,D&D Records,"CD, Comp, Mixed",5,1999,1621256,RAP,2016-10-21 03:29:23,
KOC-PRO-1077,Afu-Ra,Equality / Bring It Right,"D&D Records, Koch Records, In The Paint Records, Fat Beats","CD, Single, Promo",5,2000,2167001,RAP,2010-03-03 08:08:22,
DB 6969-2,The Arabian Prince,Where's My Bytches,Da Bozak,"CD, Album",,1993,250643,RAP,2016-02-16 00:24:01,
red 151-2,Ennio Morricone,Gott Mit Uns,Dagored,"CD, Album, RE, RM, Dig",5,2004,2908598,NO RAP,2015-02-27 05:17:26,
3705-61340-2,Kyuss,Blues For The Red Sun,Dali Records,"CD, Album, WMM",5,0,1123237,NO RAP,2010-09-04 04:39:56,
468113 2,The KLF,The White Room,Dance Pool,"CD, Album",5,1991,210400,NO RAP,2014-11-15 08:24:46,
663493 2,Underworld,Pearl's Girl,"Dance Pool, Sony Music Entertainment (Australia) Limited, Junior Boy's Own, Logic Records","CD, Single",5,1996,425631,NO RAP,2009-08-20 00:00:00,
TECP-25565,Real McCoy,On The Move!,Danceteria (2),"CD, Album",5,1990,4807217,NO RAP,2017-03-23 02:48:09,
DAP 006,Sugarman 3,Sugar's Boogaloo,Daptone Records,"CD, RE, Album",4,2005,1667663,NO RAP,2014-11-23 17:44:10,
DAP-001,Sharon Jones & The Dap-Kings,Dap-Dippin' With...,Daptone Records,"CD, Album, Dig",5,2002,557913,NO RAP,2014-11-23 13:07:08,
DAP-004,Sharon Jones & The Dap-Kings,Naturally,Daptone Records,"CD, Album",5,2005,487529,NO RAP,2014-11-23 13:08:23,
DAP-012,Sharon Jones & The Dap-Kings,"100 Days, 100 Nights",Daptone Records,"CD, Album, Enh",5,2007,4229113,NO RAP,2014-11-23 13:08:58,
DAP-018,Various,Daptone Gold,Daptone Records,"CD, Comp",5,2009,2108070,NO RAP,2017-10-23 14:53:25,
DAP-019,Sharon Jones & The Dap-Kings,I Learned The Hard Way,Daptone Records,"CD, Album, Dig",5,2010,2257158,NO RAP,2014-11-23 13:11:29,
DAP-024,Sharon Jones & The Dap-Kings,Soul Time!,Daptone Records,"CD, Comp",5,2011,3166703,NO RAP,2014-11-23 13:05:52,
DAP-032,Sharon Jones & The Dap-Kings,Give The People What They Want,Daptone Records,"CD, Album",5,2014,7798628,NO RAP,2017-10-23 14:50:04,
DD015CD,Cecil Leuter,Pop Electronique,Dare-Dare,"CD, Album, RE",5,2000,333419,NO RAP,2016-06-01 11:03:43,
DBD 009,Cadence (3),Poisons The Minds Of The Children,Day By Day Entertainment,"CD, Album",4,2003,1424001,RAP,2016-05-02 10:34:02,
DBD013,Rodan,Theophany: The Book Of Elevations,Day By Day Entertainment,"CD, Album",5,2004,1032239,RAP,2013-07-20 17:53:04,
DBD015,Megalon (2),A Penny For Your Thoughts,Day By Day Entertainment,"CD, Album",5,2004,740524,RAP,2015-01-21 01:54:34,
DBD019,Rob Swift,Who Sampled This?,Day By Day Entertainment,"CD, Mixed",4,2003,1129167,RAP,2012-05-19 06:55:19,
DS027,She Past Away,Narin Yalnızlık,Dead Scarlet Records,"CD, Album",5,2015,7058892,NO RAP,2017-04-20 09:33:30,
DRPD 00002,Tha Dogg Pound,"New York, New York",Death Row Records (2),"CD, Single, Promo",5,1995,2225327,RAP,2010-04-10 06:25:48,
INT5P-6141,O.F.T.B.,Body And Soul,Death Row Records (2),"CD, Single, Promo",5,1997,2777299,RAP,2015-05-22 13:23:59,
PHCR-1400,Tha Dogg Pound,Dogg Food,Death Row Records (2),"CD, Album",5,1995,7359523,RAP,2015-08-16 12:23:54,
"92279-2, 7 92279-2",Snoop Dogg,Doggystyle,"Death Row Records (2), Death Row Records (2), Interscope Records, Interscope Records","CD, Album",5,1993,2098010,RAP,2015-11-13 16:34:42,
6544-95816-2,Dr. Dre & Ice Cube,Natural Born Killaz,"Death Row Records (2), Interscope Records","CD, Single",5,1995,418015,RAP,2009-08-20 00:00:00,
"A8316CD, 6544-95949-2",Snoop Dogg,Gin And Juice,"Death Row Records (2), Interscope Records","CD, Single",5,1994,411271,RAP,2009-08-20 00:00:00,
"A8337CD, 6544-95975-2",Snoop Dogg,What's My Name?,"Death Row Records (2), Interscope Records","CD, Single",5,1993,202215,RAP,2009-08-20 00:00:00,
AMCY-650,Snoop Dogg,Doggystyle,"Death Row Records (2), Interscope Records","CD, Album, RE",5,1994,4675109,RAP,2013-08-23 08:43:37,
478 0205,Robert Plant | Alison Krauss,Raising Sand,"Decca, Rounder Records","CD, Album, RP, Jew",5,2007,11072141,NO RAP,2017-10-29 15:43:06,
DCN101,Gangrene (3),Gutter Water,Decon,"CD, Album",5,2010,2570801,RAP,2016-08-29 13:18:41,
DCN143,Gangrene (3),Vodka & Ayahuasca,Decon,"CD, Album",5,2012,3387328,RAP,2016-06-28 04:10:06,
DCN162,Alchemist,Russian Roulette,Decon,"CD, Album",5,2012,4044470,RAP,2014-10-26 11:09:05,
DCN168,Rock Marciano,Reloaded,Decon,"CD, Album",5,2012,4025436,RAP,2013-01-26 08:08:44,
DCN96,Rakaa-Iriscience,Crown Of Thorns,Decon,"CD, Album",4,2010,2365813,RAP,2017-01-25 05:38:55,
DCN 34,Aceyalone accompanied by RJD2,Magnificent City,"Decon, Project Blowed","CD, Album",5,2006,622704,RAP,2015-08-16 12:01:40,
B15D-41088,Black Box,Ride On Time,Deconstruction,"CD, Maxi",5,1989,2799048,NO RAP,2013-08-23 08:40:40,
BVCP-9006,Black Box,Black Box Megamix,Deconstruction,"CD, Maxi",4,1991,465378,NO RAP,2013-02-26 02:41:51,
"PD74701, PD 74701",Guru Josh,Infinity,"Deconstruction, Deconstruction","CD, Album",5,1990,8850116,NO RAP,2017-11-11 12:45:43,
DEEPCD001,Grandmaster Flash & The Furious Five,The Message,Deepbeats,"CD, Maxi",4,1997,360745,RAP,2009-08-20 00:00:00,
9 24281-2,Danzig,Danzig II - Lucifuge,Def American Recordings,"CD, Album",5,1990,3849710,NO RAP,2016-01-18 05:08:24,
9 24306-2,Geto Boys,The Geto Boys,"Def American Recordings, Rap-A-Lot Records","CD, Album, RE",5,1990,4834907,RAP,2016-02-19 14:08:59,
DBRCD6202-2,The Mic N Gz Crew,All Chix Lov Da Mix,Def Beat Records (2),"CD, Album",5,1993,5671502,RAP,2016-05-06 11:23:47,
"WRC8-7037, DBR-CD 77681-6209-2",Godd Boddies,Ill Vision,"Def Beat Records (2), Def Beat Records (2)","CD, Album",5,1997,5876953,RAP,2016-05-21 08:27:58,
536 389-2,EPMD,Back In Business,Def Jam Music Group,"CD, Album",5,1997,1192170,RAP,2009-08-20 00:00:00,
314 523 399-2,Public Enemy,Muse Sick-N-Hour Mess Age (Clean Version),Def Jam Recordings,"CD, Album",5,1994,3241000,RAP,2016-03-30 04:29:27,
314 523 601-2,Flatlinerz (2),U.S.A.,Def Jam Recordings,"CD, Album",5,1994,1140144,RAP,2014-09-20 04:11:49,
314 523 847-2,Slick Rick,Behind Bars,Def Jam Recordings,"CD, Album",5,1994,341721,RAP,2017-10-26 12:55:20,
314 527 355-2,LL Cool J,Walking With A Panther,Def Jam Recordings,"CD, Album, RE",,1995,8736721,RAP,2017-11-13 06:21:19,ny
314 558 928-2,EPMD,Out Of Business,Def Jam Recordings,"CD, Album",4,1999,139199,RAP,2012-07-28 06:56:48,
314 558 936-2,Slick Rick,The Art Of Storytelling,Def Jam Recordings,"CD, Album",5,1999,241382,RAP,2014-04-07 15:45:20,
314 568 799-2,Def Squad,Full Cooperation,Def Jam Recordings,"CD, Single",5,1998,1489862,RAP,2010-06-12 09:30:48,
314 579 925-2,Method Man & Redman,How High,Def Jam Recordings,"CD, Single",5,1995,346598,RAP,2009-11-14 07:22:23,
44K 73633,EPMD,Gold Digger,Def Jam Recordings,"CD, Maxi",5,1990,1192152,RAP,2009-08-20 00:00:00,
467442 2,3rd Bass,The Cactus Revisited,Def Jam Recordings,"CD, EP",5,1990,349143,RAP,2012-11-07 05:30:07,
523 479-2,Public Enemy,Apocalypse 91... The Enemy Strikes Black,Def Jam Recordings,"CD, Album, RE, RP, Uni",5,0,81904,RAP,2013-01-26 08:03:55,
523 488-2,LL Cool J,14 Shots To The Dome,Def Jam Recordings,"CD, Album, RE",5,0,228861,RAP,2010-04-11 03:00:03,
523 510-2,EPMD,Business As Usual,Def Jam Recordings,"CD, Album, RE",5,1992,741869,RAP,2009-08-20 00:00:00,
527 355-2,LL Cool J,Walking With A Panther,Def Jam Recordings,"CD, Album, RE",5,0,2226748,RAP,2010-04-11 03:30:09,
529 724-2,LL Cool J,Mr. Smith,Def Jam Recordings,"CD, Album",4,1995,362014,RAP,2010-04-11 02:40:39,
542 428-2,LL Cool J,Mama Said Knock You Out,Def Jam Recordings,"CD, Album, Enh, RE, RM",5,2000,787499,RAP,2010-04-11 03:05:33,
566 197-2,LL Cool J,"Hot, Hot, Hot",Def Jam Recordings,"CD, Single",5,1998,2226645,RAP,2010-04-11 02:27:04,
568 529-2,LL Cool J,Father,Def Jam Recordings,"CD, Single",4,1997,1787350,RAP,2011-09-08 03:30:01,
576 791-2,LL Cool J,Doin It,Def Jam Recordings,"CD, Single",5,1996,2226656,RAP,2010-04-11 02:34:12,
578 553-2,LL Cool J,Loungin,Def Jam Recordings,"CD, Maxi",5,1996,1846303,RAP,2010-04-11 02:15:16,
602517919242,Method Man & Redman,Blackout! 2,Def Jam Recordings,"CD, Album",4,2009,2252363,RAP,2012-08-12 05:49:42,
602527288215,Method Man • Ghostface Killah • Raekwon,Wu-Massacre,Def Jam Recordings,"CD, Album",4,2010,2463158,RAP,2012-08-12 05:46:47,
652833 2,Public Enemy,Don't Believe The Hype,Def Jam Recordings,"CD, Maxi, Car",5,1988,654302,RAP,2015-01-16 05:20:03,
656018 2,Public Enemy,Brothers Gonna Work It Out,Def Jam Recordings,"CD, Maxi",5,1990,505053,RAP,2009-12-01 16:31:53,
656691 2,LL Cool J,Around The Way Girl,Def Jam Recordings,"CD, Single",5,1990,2226730,RAP,2010-04-11 03:21:50,
656734 2,Nikki D,Daddy's Little Girl,Def Jam Recordings,"CD, Maxi",5,1991,1289515,RAP,2012-11-04 12:29:25,
658253 2,EPMD,Crossover,Def Jam Recordings,"CD, Maxi",5,1992,1192159,RAP,2009-08-20 00:00:00,
658894 2,Public Enemy,Louder Than A Bomb,Def Jam Recordings,"CD, Single",5,1992,1203832,RAP,2010-02-01 10:50:48,
851 267-2,Public Enemy,What Kind Of Power We Got?,Def Jam Recordings,"CD, Maxi",4,1994,854291,RAP,2010-02-01 10:52:19,
B0000787-32,Keith Murray,Yeah Yeah U Know It,Def Jam Recordings,"CD, Maxi",4,2003,1848631,RAP,2012-02-02 02:22:16,
CDP 1284,Flatlinerz (2),Live Evil,Def Jam Recordings,"CD, Single, Promo",5,1994,4884131,RAP,2016-09-08 01:06:12,
CSK 4881,Prime Minister Pete Nice & Daddy Rich,Rap Prime Minister & Daddy Rich,Def Jam Recordings,"CD, Single, Promo",5,1992,1856553,RAP,2013-07-20 18:34:38,
CSK 73046,3rd Bass,The Gas Face,Def Jam Recordings,"CD, Single, Promo",5,1989,1321978,RAP,2013-05-07 11:03:38,
CSK 73328,3rd Bass,Brooklyn-Queens,Def Jam Recordings,"CD, Single, Promo",4,1990,441310,RAP,2012-07-31 07:13:38,
CSK 73467,Nikki D,Lettin' Off Steam,Def Jam Recordings,"CD, Single, Promo",5,1990,1321868,RAP,2009-08-20 00:00:00,
CSK 73782,EPMD,Give The People,Def Jam Recordings,"CD, Single, Promo",5,1991,1321968,RAP,2010-02-09 10:18:18,
DEFCD 5 / 579 835-2,Public Enemy,So Whatcha Gonna Do Now?,Def Jam Recordings,"CD, Single",5,1995,1509692,RAP,2010-02-01 10:52:47,
MRCDP 1,Method Man & Redman,Da Rockwilder / Tear It Off,Def Jam Recordings,"CD, Maxi, Promo",5,1999,249398,RAP,2009-08-20 00:00:00,
P2 36389,EPMD,Back In Business,Def Jam Recordings,"CD, Album",5,1997,3716248,RAP,2012-07-06 02:07:04,
P2-27352,LL Cool J,Radio,Def Jam Recordings,"CD, Album, Club, RE",4,0,4316275,RAP,2015-01-30 06:38:20,
PHCR-1285,Public Enemy,Muse Sick-N-Hour Mess Age,Def Jam Recordings,"CD, Album",5,1994,6079153,RAP,2015-10-06 12:44:16,
PHCR-1313,Flatlinerz (2),U.S.A.,Def Jam Recordings,"CD, Album",5,1994,7358509,RAP,2015-08-16 07:30:22,
PHCR-1336,Method Man,Tical,Def Jam Recordings,"CD, Album",5,1995,5197637,RAP,2015-08-16 11:47:13,
PHCR-1337,Slick Rick,Behind Bars,Def Jam Recordings,"CD, Album",5,1995,7566995,RAP,2015-10-06 14:30:29,
PHCR-4053,LL Cool J,Walking With A Panther,Def Jam Recordings,"CD, Album, RE",5,1995,8111800,RAP,2016-02-13 05:01:37,
UICY-6366,Warren G,Regulate... G Funk Era,Def Jam Recordings,"CD, Album, Enh, RE, RM",4,2006,8284880,RAP,2016-09-07 14:19:46,
467315 2,LL Cool J,Mama Said Knock You Out,"Def Jam Recordings, CBS","CD, Album",5,1990,407464,RAP,2014-02-19 04:33:07,
655476 3,Public Enemy,Welcome To The Terrordome,"Def Jam Recordings, CBS","CD, Mini, Maxi",5,1989,1193928,RAP,2009-08-20 00:00:00,
655837 2,Public Enemy,911 Is A Joke,"Def Jam Recordings, CBS","CD, Single",5,1990,1100909,RAP,2009-12-01 16:19:35,
"DEF 462978 2, 01-462978-10",Original Concept,Straight From The Basement Of Kooley High!,"Def Jam Recordings, CBS","CD, Album",4,1988,182161,RAP,2016-07-06 00:55:56,
42K 74487,Public Enemy,Hazy Shade Of Criminal,"Def Jam Recordings, Chaos Recordings, Columbia","CD, Single",5,1992,461297,RAP,2010-02-01 10:46:00,
44K 73391,Public Enemy,Brothers Gonna Work It Out  / Anti-N★gger Machine / Power To The People (Maxi CD Summer Slammer),"Def Jam Recordings, Columbia","CD, Maxi",5,1990,854308,RAP,2009-08-20 00:00:00,
44K 73703,LL Cool J,Mama Said Knock You Out,"Def Jam Recordings, Columbia","CD, Single",5,1991,234507,RAP,2010-04-11 03:06:35,
44K 73821,LL Cool J,6 Minutes Of Pleasure,"Def Jam Recordings, Columbia","CD, Single",5,1991,1051950,RAP,2009-08-20 00:00:00,
44K 74245,3rd Bass,"Gladiator (12"" Mixes)","Def Jam Recordings, Columbia","CD, Single",5,1992,1321985,RAP,2009-08-20 00:00:00,
"450482 2, 02-450482-10",Public Enemy,Yo! Bum Rush The Show,"Def Jam Recordings, Columbia","CD, Album",5,1987,185814,RAP,2013-02-17 06:14:56,
468751 2,Public Enemy,Apocalypse 91... The Enemy Strikes Black,"Def Jam Recordings, Columbia","CD, Album",5,1991,341632,RAP,2013-01-05 04:30:28,
659169 2,LL Cool J,How I'm Comin',"Def Jam Recordings, Columbia","CD, Single",5,1993,396164,RAP,2010-04-11 03:02:42,
659356 2,LL Cool J,Pink Cookies In A Plastic Bag Getting Crushed By Buildings / Back Seat (Of My Jeep),"Def Jam Recordings, Columbia","CD, Single",5,1993,2226692,RAP,2010-04-11 02:59:02,
CK 45415,3rd Bass,The Cactus Album,"Def Jam Recordings, Columbia","CD, Album",5,1989,7723125,RAP,2015-11-13 14:27:39,
CK 47369,3rd Bass,Derelicts Of Dialect,"Def Jam Recordings, Columbia","CD, Album",5,1991,112607,RAP,2013-01-31 04:58:14,
CK 53325,LL Cool J,14 Shots To The Dome,"Def Jam Recordings, Columbia","CD, Album",5,1993,386040,RAP,2017-03-10 02:14:24,
CSK 4358,Public Enemy,By The Time I Get To Arizona,"Def Jam Recordings, Columbia","CD, Single, Promo",5,1991,1321722,RAP,2009-08-20 00:00:00,
CSK 77098,LL Cool J,Stand By Your Man,"Def Jam Recordings, Columbia","CD, Single, Promo",5,1993,2226677,RAP,2010-04-11 02:48:51,
"851 061-2, DEFCD4",Slick Rick,Behind Bars,"Def Jam Recordings, Def Jam Recordings","CD, Maxi",4,1994,1440351,RAP,2009-08-20 00:00:00,
"572 452-2, CID 725",Dru Hill,How Deep Is Your Love,"Def Jam Recordings, Island Records","CD, Single",4,1998,1390427,RAP,2009-08-20 00:00:00,
"DEFCD 7, 579 287-2",Montell Jordan,This Is How We Do It,"Def Jam Recordings, Island Records","CD, Single",4,1995,214389,NO RAP,2012-11-04 12:50:15,
314 579 621-2,Onyx / Kali Ranks,Live !!!,"Def Jam Recordings, Rush Associated Labels","CD, Single",5,1995,1408073,RAP,2009-08-20 00:00:00,
MECP 117,Trigger Tha Gambler,My Crew Can't Go For That,"Def Jam Recordings, Rush Associated Labels","CD, Single, Promo",5,1996,2130241,RAP,2010-02-08 13:41:05,
471963 2,EPMD,Business Never Personal,"Def Jam Recordings, Rush Associated Labels, Chaos Recordings","CD, Album",5,1992,139758,RAP,2010-10-27 03:12:22,
OSK  5644,Erick Sermon,Safe Sex,"Def Jam Recordings, Rush Associated Labels, Chaos Recordings","CD, Maxi, Promo",5,1994,857108,RAP,2011-02-24 02:31:28,
CSK 73701,EPMD Featuring LL Cool J,Rampage,"Def Jam Recordings, Rush Associated Labels, Columbia","CD, Single, Promo",5,1991,1192145,RAP,2009-08-20 00:00:00,
SRCS 5584,Slick Rick,The Ruler's Back,"Def Jam Recordings, Sony Records","CD, Album",5,1991,5119633,RAP,2013-11-21 03:19:38,
SRCS 5880,Public Enemy,Singles N' Remixes 1987-1992,"Def Jam Recordings, Sony Records","CD, Comp",3,1992,557454,RAP,2009-08-20 00:00:00,
UICY-15362/3,Public Enemy,Fear Of A Black Planet,"Def Jam Recordings, USM Japan","CD, Album, RE + CD, Comp + Dlx, SHM",5,2015,6829370,RAP,2015-03-27 17:55:09,
UICY-15364,Public Enemy,It Takes A Nation Of Millions To Hold Us Back,"Def Jam Recordings, USM Japan","CD, Album, RE, SHM + CD, Comp, SHM + DVD-V, RE, NT",5,2015,6829397,RAP,2015-03-27 18:03:50,
314 573 857-2,CRU,Just Another Case,"Def Jam Recordings, Violator","CD, Single",5,1997,2634360,RAP,2012-08-04 14:02:13,
DJX003-2,Mr. Lif,Enters The Colossus,Def Jux,"CD, EP",5,2000,69180,RAP,2016-02-07 09:07:25,
1790022796,Erick Sermon,E.S.P. (Erick Sermon's Perception),"Def Squad, Caroline Records","CD, Album",4,2015,7510420,RAP,2016-08-02 04:51:36,
Def 060226,Tim Dog,BX Warrior,"Def-Dick, Big City Entertainment","CD, Album",5,2006,1466973,RAP,2010-04-08 08:57:26,
DJX022-p,RJD2,Definitive Jux Presents II,Definitive Jux,"CD, Mixed, Smplr",5,2002,239958,RAP,2015-08-16 07:42:45,
DJX103CD,The Perceptionists,Black Dialogue,Definitive Jux,"CD, Album",5,2005,1383877,RAP,2009-08-20 00:00:00,
DJX108,The Perceptionists,The Razor,Definitive Jux,"CD, Maxi",4,2005,401287,RAP,2012-03-01 03:24:26,
DJX129CD 088.0129.020,Mr. Lif,Mo' Mega,Definitive Jux,"CD, Album",4,2006,653207,RAP,2016-05-08 16:43:51,
DJX129CD 088.0129.020,Mr. Lif,Mo' Mega,Definitive Jux,"CD, Album",4,2006,653207,RAP,2017-11-13 06:25:01,ny
DJX27,El-P,Fantastic Damage,Definitive Jux,"CD, Album",5,2002,96534,RAP,2015-11-13 16:32:18,
DJX37,Mr. Lif,I Phantom,Definitive Jux,"CD, Album",5,2002,69301,RAP,2015-02-01 11:32:16,
DJX37,Mr. Lif,I Phantom,Definitive Jux,"CD, Album",5,2002,69301,RAP,2017-11-13 06:25:28,ny
DJX39,El-P,Fandam Plus,Definitive Jux,"CD + CD, Enh",5,2002,6345604,RAP,2016-05-08 16:53:14,
"DJX037, 088.037.020",Mr. Lif,I Phantom,"Definitive Jux, Play It Again Sam [PIAS]","CD, Album",5,2002,1383880,RAP,2009-08-20 00:00:00,
7243 5474612 3,IAM,Noble Art,Delabel,"CD, Maxi",5,2003,3049730,RAP,2012-09-09 13:05:10,
7243 8 92972 2 5,Alliance Ethnik,Simple & Funky,Delabel,"CD, Single",5,1995,921423,RAP,2014-01-24 11:54:43,
"7243 8 92774 2 5, 7243 8 927742 5, 8927742",Alliance Ethnik avec Vinia Mojica,Respect,"Delabel, Delabel, Delabel","CD, Maxi",5,1995,480118,RAP,2009-08-20 00:00:00,
DV 75459,Bobby Evans,Presents: Delicious Vinyl 20 Years Fresh MiXXtape,Delicious Vinyl,"CD, Album, Mixed",,2007,4264085,RAP,2015-07-06 05:03:19,
